ET28,GPP_F9/BOOTMPC,O,1090.2,21680.9,PCH GPIOs,
EN28,GPP_F7,I/O,1090.2,20380.9,PCH GPIOs,
EL28,GPP_F23/V1P05_CTRL,O,1090.2,19730.9,PCH GPIOs,
EK31,GPP_F22/VNN_CTRL,O,89.2,19080.9,PCH GPIOs,
EH31,GPP_F21/RSVD,O,89.2,18430.9,PCH GPIOs,
EH28,GPP_F20/RSVD,O,1090.2,18430.9,PCH GPIOs,
ET36,GPP_F18/THC1_SPI2_INT#,I,-1912.8,21680.9,PCH GPIOs,
ER33,GPP_F17/THC1_SPI2_RST#,I,-911.8,21030.9,PCH GPIOs,
EL33,GPP_F16/GSXCLK/THC1_SPI2_CS#/GSP1_CS0#,I,-911.8,19730.9,PCH GPIOs,
EN36,GPP_F15/GSXSRESET#/THC1_SPI2_IO3,I,-1912.8,20380.9,PCH GPIOs,
EL36,GPP_F14/GSXDIN/THC1_SPI2_IO2,I,-1912.8,19730.9,PCH GPIOs,
ET33,GPP_F13/GSXSLOAD/THC1_SPI2_IO1/GSPI1_MISIO/I2C1A_SDA,I,-911.8,21680.9,PCH GPIOs,
EL31,GPP_F12/GSXDOUT/THC1_SPI2_IO0/GSPI1_MOSI/I2C1A_SCL,I,89.2,19730.9,PCH GPIOs,
EN33,GPP_F11/THC1_SPI2_CLK/GSPI1_CLK,I,-911.8,20380.9,PCH GPIOs,
EF28,GPP_F10,I/O,1090.2,17780.9,PCH GPIOs,
