CK51,VSS,GND,-8152.8,3039.9,Power,
CK55,VSS,GND,-9750,3055,Power,
CK58,VSS,GND,-10919.6,3380,Power,
CM52,VSS,GND,-8202.6,3877.2,Power,
CN46,VSS,GND,-5892,4357.4,Power,
CN58,VSS,GND,-10919.6,4374.4,Power,
CP51,VSS,GND,-8152.8,4714.5,Power,
CP55,VSS,GND,-9750,4699.4,Power,
CR43,VSS,GND,-4651.4,5176.5,Power,
CR47,VSS,GND,-6592.4,5283,Power,
CR49,VSS,GND,-7331.4,5376.1,Power,
CR54,VSS,GND,-9236.2,5348.3,Power,
CT6,VSS,GND,10038.2,5786.2,Power,
CT8,VSS,GND,9388.2,5786.2,Power,
CT9,VSS,GND,8738.2,5786.2,Power,
CT11,VSS,GND,8088.2,5786.2,Power,
CT57,VSS,GND,-10442,5673.3,Power,
CT59,VSS,GND,-11377,5673.3,Power,
CU4,VSS,GND,10727,5931.2,Power,
CU54,VSS,GND,-9236.2,5998.3,Power,
CV14,VSS,GND,6946.7,6211.7,Power,
CW43,VSS,GND,-4678.6,6972.2,Power,
CW46,VSS,GND,-5882.2,6972.2,Power,
CW48,VSS,GND,-6983.6,6972.2,Power,
CW51,VSS,GND,-8152.8,6632.1,Power,
CW55,VSS,GND,-9750,6647.2,Power,
CW58,VSS,GND,-10919.6,6972.2,Power,
CY51,VSS,GND,-8152.8,7312.3,Power,
CY55,VSS,GND,-9750,7297.2,Power,
DA6,VSS,GND,10038.2,7488.2,Power,
DA8,VSS,GND,9388.2,7488.2,Power,
DA9,VSS,GND,8738.2,7488.2,Power,
DA11,VSS,GND,8088.2,7488.2,Power,
DA12,VSS,GND,7438.2,7488.2,Power,
DB4,VSS,GND,10727,7881.2,Power,
DB14,VSS,GND,6946.7,7913.7,Power,
DB54,VSS,GND,-9236.2,7946.1,Power,
DC47,VSS,GND,-6428,8271.1,Power,
DC54,VSS,GND,-9236.2,8596.1,Power,
DC57,VSS,GND,-10442,8271.1,Power,
DC59,VSS,GND,-11377,8271.1,Power,
DE44,VSS,GND,-5179,9154.9,Power,
DE51,VSS,GND,-8152.8,9229.9,Power,
DE55,VSS,GND,-9750,9245,Power,
DF43,VSS,GND,-4678.6,9570,Power,
DF46,VSS,GND,-5882.2,9570,Power,
DF48,VSS,GND,-6983.6,9570,Power,
DF58,VSS,GND,-10919.6,9570,Power,
