EB54,GPP_A8/SRCCLKREQ7#,I,-9117.4,16056.4,PCH GPIOs,
EB52,GPP_A7/SRCCLK_OE7#,I,-8467.4,16056.4,PCH GPIOs,
DV52,GPP_A22/DDPC_CTRLDATA,O,-8467.4,14354.4,PCH GPIOs,
DV54,GPP_A21/DDPC_CTRLCLK,I,-9117.4,14354.4,PCH GPIOs,
EB51,GPP_A20/DDSP_HPD2/DISP_MISC2,I,-7817.4,16056.4,PCH GPIOs,
EB49,GPP_A19/DDSP_HPD1/DISP_MISC1,I,-7167.4,16056.4,PCH GPIOs,
DY54,GPP_A17/DISP_MISCC,I,-9117.4,15205.4,PCH GPIOs,
DY51,GPP_A16/USB_OC3#/ISH_GP5,I,-7817.4,15205.4,PCH GPIOs,
DY49,GPP_A15/USB_OC2#/DDSP_HPD4/DISP_MISC4,I,-7167.4,15205.4,PCH GPIOs,
DY47,GPP_A14/USB_OC1#/DDSP_HPD3/DISP_MISC3,I,-6517.4,15205.4,PCH GPIOs,
DV47,GPP_A13,I/O,-6517.4,14354.4,PCH GPIOs,
DY46,GPP_A12/SATAXPCIE1/SATAGP1/SRCCLKREQ9B#,I,-5867.4,15205.4,PCH GPIOs,
DV51,GPP_A11,I/O,-7817.4,14354.4,PCH GPIOs,
GAP,1
DR56,GPP_B8/ISH_I2C1_SCL/I2C3_SCL,I,-9943.1,13032.7,PCH GPIOs,
DR58,GPP_B7/ISH_I2C1_SDA/I2C3_SDA,I,-10890.4,13076.3,PCH GPIOs,
DT57,GPP_B6/ISH_I2C0_SCL/I2C2_SCL,I,-10517.1,13656.8,PCH GPIOs,
DT56,GPP_B5/ISH_I2C0_SDA/I2C2_SDA,I,-9866.1,13679.6,PCH GPIOs,
EB56,GPP_B4/PROC_GP3/ISH_GP5B,I,-9866.1,16157.8,PCH GPIOs,
EB57,GPP_B3/PROC_GP2/ISH_GP4B,I,-10517.1,16135,PCH GPIOs,
EF41,GPP_B23/SML1ALERT#/PCHHOT#,O,-3914.8,17780.9,PCH GPIOs,
DT59,GPP_B2/VRALERT#,I,-11162.2,13740,PCH GPIOs,
DT61,GPP_B18,I,-11940,13798.6,PCH GPIOs,
DN60,GPP_B17/I2C5_SCL/ISH_I2C2_SCL,I,-11424.8,12584.7,PCH GPIOs,
DN57,GPP_B16/I2C5_SDA/ISH_I2C2_SDA,I,-10421.2,12588.5,PCH GPIOs,
DY61,GPP_B15/TIME_SYNC0/ISH_GP7,I,-11940,15084.8,PCH GPIOs,
DW56,GPP_B14/SPKR/TIME_SYNC1/SATA_LED#/ISH_GP6,I,-9866.1,14973.7,PCH GPIOs,
DW57,GPP_B13/PLTRST#,O,-10536.1,14964.6,PCH GPIOs,
DW59,GPP_B12/SLP_S0#,O,-11250.2,14948.4,PCH GPIOs,
EA56,GPP_B11/PMCALERT#,I/O or IOD,-10159.9,15554.5,PCH GPIOs,"IO Type: I/O for GPP, IOD for PMC"
EA58,GPP_B1/CORE_VID1,O,-10810.4,15554.5,PCH GPIOs,
EA60,GPP_B0/CORE_VID0,O,-11458.8,15604.5,PCH GPIOs,
GAP,1
ER38,GPP_C7/SML1DATA,O,-2913.8,21030.9,PCH GPIOs,
ET38,GPP_C6/SML1CLK,I,-2913.8,21680.9,PCH GPIOs,
EH38,GPP_C5/SML0ALERT#,O,-2913.8,18430.9,PCH GPIOs,
EF38,GPP_C4/SML0DATA,I/O or IOD,-2913.8,17780.9,PCH GPIOs,"IO Type: I/O for GPP, IOD for SML0"
EE38,GPP_C3/SML0CLK,I/O or IOD,-2913.8,17130.9,PCH GPIOs,"IO Type: I/O for GPP, IOD for SML0"
EN38,GPP_C2/SMBALERT#,I/O or IOD,-2913.8,20380.9,PCH GPIOs,"IO Type: I/O for GPP, IOD for SMB"
EK38,GPP_C1/SMBDATA,I/O or IOD,-2913.8,19080.9,PCH GPIOs,"IO Type: I/O for GPP, IOD for SMB"
EL38,GPP_C0/SMBCLK,I/O or IOD,-2913.8,19730.9,PCH GPIOs,"IO Type: I/O for GPP, IOD for SMB"
GAP,1
FC37,GPP_D9/ISH_SPI_CS#/DDP3_CTRLCLK/TBT_LSX2_TXD/BSSB_LS2_RX/GSPI2_CS0#,I,-2371.6,24440,PCH GPIOs,
FA31,GPP_D4/IMGCLKOUT0/BK4/SBK4,I,-29.8,23750.2,PCH GPIOs,
FA34,GPP_D3/ISH_GP3/BK3/SBK3,O,-1238.2,23662.2,PCH GPIOs,
EY30,GPP_D2/ISH_GP2/BK2/SBK2,O,576.4,23310.4,PCH GPIOs,
EY34,GPP_D19/I2S_MCLK1_OUT,I,-1321.4,23017.5,PCH GPIOs,
EW30,GPP_D18/UART1_TXD/ISH_UART1_TXD,I,576.4,22660.4,PCH GPIOs,
EV34,GPP_D17/UART1_RXD/ISH_UART1_RXD,I,-1318.6,22366.5,PCH GPIOs,
EY36,GPP_D16/ISH_UART0_CTS#/I2C7B_SCL,I,-1901.8,23310.4,PCH GPIOs,
EW36,GPP_D15/ISH_UART0_RTS#/I2C7B_SDA,I,-1901.8,22660.4,PCH GPIOs,
EY28,GPP_D14/ISH_UART0_TXD/I2C6_SCL,I,1156.8,23017.5,PCH GPIOs,
EV28,GPP_D13/ISH_UART0_RXD/I2C6_SDA,I,1159.6,22366.5,PCH GPIOs,
FA37,GPP_D12/ISH_SPI_MOSI/DDP4_CTRLDATA/TBT_LSX3_RXD/BSSB_LS3_TX/GSPI2_MOSI,I,-2508,23750.2,PCH GPIOs,
EY37,GPP_D11/ISH_SPI_MISO/DDP4_CTRLCLK/TBT_LSX3_TXD/BSSB_LS3_RX/GSPI2_MISO,I,-2491.8,23036.5,PCH GPIOs,
EV37,GPP_D10/ISH_SPI_CLK/DDP3_CTRLDATA/TBT_LSX2_RXD/BSSB_LS2_TX/GSPI2_CLK,I,-2502.6,22366.5,PCH GPIOs,
EY31,GPP_D1/ISH_GP1/BK1/SBK1,I/O,-13.6,23036.5,PCH GPIOs,
EV31,GPP_D0/ISH_GP0/BK0/SBK0,I/O,-24.4,22366.5,PCH GPIOs,
GAP,1
FC25,GPP_E9/USB_OC0#/ISH_GP4,I,2584.8,24440,PCH GPIOs,
FA22,GPP_E8,I/O,3718.2,23662.2,PCH GPIOs,
FB23,GPP_E7/PROC_GP1,I,3104.6,23958.8,PCH GPIOs,
EH23,GPP_E6/THC0_SPI1_RST#,I,3092.2,18430.9,PCH GPIOs,
FA25,GPP_E5/DEVSLP1/SRCCLK_OE6#,I,2448.4,23750.2,PCH GPIOs,
FC22,GPP_E4/DEVSLP0/SRCCLK_OE9#,I,3716.9,24440,PCH GPIOs,
EY23,GPP_E3/PROC_GP0,I,3054.6,23310.4,PCH GPIOs,
ET23,GPP_E23/DDPA_CTRLDATA,I/O,3092.2,21680.9,PCH GPIOs,
ER23,GPP_E22/DDPA_CTRLCLK/DNX_FORCE_RELOAD,I/O,3092.2,21030.9,PCH GPIOs,
EN26,GPP_E21/DDP2_CTRLDATA/TBT_LSX1_RXD/BSSB_LS1_TX,I/O,2091.2,20380.9,PCH GPIOs,
EL26,GPP_E20/DDP2_CTRLCLK/TBT_LSX1_TXD/BSSB_LS1_RX,I/O,2091.2,19730.9,PCH GPIOs,
EF23,GPP_E2/THC0_SPI1_IO3,I,3092.2,17780.9,PCH GPIOs,
ET26,GPP_E19/DDP1_CTRLDATA/TBT_LSX0_RXD/BSSB_LS0_TX,I,2091.2,21680.9,PCH GPIOs,
ER26,GPP_E18/DDP1_CTRLCLK/TBT_LSX0_TXD/BSSB_LS0_RX,I,2091.2,21030.9,PCH GPIOs,
EY25,GPP_E17/THC0_SPI1_INT#,I,2464.6,23036.5,PCH GPIOs,
EY22,GPP_E16/SRCCLKREQ8#,I,3635,23017.5,PCH GPIOs,
EW23,GPP_E15/SRCCLK_OE8#,I,3054.6,22660.4,PCH GPIOs,
EN23,GPP_E13/THC0_SPI1_IO0/I2C0A_SCL/GSPI0_MOSI,I/O,3092.2,20380.9,PCH GPIOs,
EL23,GPP_E12/THC0_SPI1_IO1/I2C0A_SDA/GSPI0_MISO,I/O,3092.2,19730.9,PCH GPIOs,
FC28,GPP_E11/THC0_SPI1_CLK/GSPI0_CLK,O,1238.7,24440,PCH GPIOs,
FA28,GPP_E10/THC0_SPI1_CS#/GSPI0_CS0#,O,1240,23662.2,PCH GPIOs,
EE23,GPP_E1/THC0_SPI1_IO2,I,3092.2,17130.9,PCH GPIOs,
EV22,GPP_E0/SATAXPCIE0/SATAGP0/SRCCLKREQ9#,I,3637.8,22366.5,PCH GPIOs,
