DT49,GPP_A9/ESPI_CLK,O,-7167.4,13503.4,PCH GPIOs,
EB54,GPP_A8/SRCCLKREQ7#,I,-9117.4,16056.4,PCH GPIOs,
EB52,GPP_A7/SRCCLK_OE7#,I,-8467.4,16056.4,PCH GPIOs,
DP54,GPP_A6/ESPI_ALERT1#,O,-9117.4,12652.4,PCH GPIOs,
DP47,GPP_A5/ESPI_ALERT0#,O,-6517.4,12652.4,PCH GPIOs,
DP44,GPP_A4/ESPI_CS0#,O,-5217.4,12652.4,PCH GPIOs,
DP52,GPP_A3/ESPI_IO3/SUSACK#,I/O,-8467.4,12652.4,PCH GPIOs,
DT46,GPP_A23/ESPI_CS1#,O,-5867.4,13503.4,PCH GPIOs,
DV52,GPP_A22/DDPC_CTRLDATA,O,-8467.4,14354.4,PCH GPIOs,
DV54,GPP_A21/DDPC_CTRLCLK,I,-9117.4,14354.4,PCH GPIOs,
EB51,GPP_A20/DDSP_HPD2/DISP_MISC2,I,-7817.4,16056.4,PCH GPIOs,
DT54,GPP_A2/ESPI_IO2/SUSWARN#/SUSPWRDNACK,I/O,-9117.4,13503.4,PCH GPIOs,
EB49,GPP_A19/DDSP_HPD1/DISP_MISC1,I,-7167.4,16056.4,PCH GPIOs,
EB47,GPP_A18/DDSP_HPDB/DISP_MISCB,I,-6517.4,16056.4,PCH GPIOs,
DY54,GPP_A17/DISP_MISCC,I,-9117.4,15205.4,PCH GPIOs,
DY51,GPP_A16/USB_OC3#/ISH_GP5,I,-7817.4,15205.4,PCH GPIOs,
DY49,GPP_A15/USB_OC2#/DDSP_HPD4/DISP_MISC4,I,-7167.4,15205.4,PCH GPIOs,
DY47,GPP_A14/USB_OC1#/DDSP_HPD3/DISP_MISC3,I,-6517.4,15205.4,PCH GPIOs,
DV47,GPP_A13,I/O,-6517.4,14354.4,PCH GPIOs,
DY46,GPP_A12/SATAXPCIE1/SATAGP1/SRCCLKREQ9B#,I,-5867.4,15205.4,PCH GPIOs,
DV51,GPP_A11,I/O,-7817.4,14354.4,PCH GPIOs,
DT51,GPP_A10/ESPI_RESET#,O,-7817.4,13503.4,PCH GPIOs,
DT44,GPP_A1/ESPI_IO1,I/O,-5217.4,13503.4,PCH GPIOs,
DP51,GPP_A0/ESPI_IO0,I/O,-7817.4,12652.4,PCH GPIOs,
